id,section,subsection,title,author,goodreads,publisher,imprint,year,edition,pages,format,illustrator,editor,isbn,cover_url,about,note
204,Business and Economics,"Startups, product, and SaaS",Traction,Weinberg & Mares,https://www.goodreads.com/search?q=Traction+Weinberg+%26+Mares,S-curves Publishing,,2014,,,,,,0241242533,https://covers.openlibrary.org/b/id/9364675-L.jpg,,
205,Business and Economics,"Startups, product, and SaaS",Lean B2B,,https://www.goodreads.com/search?q=Lean+B2B,CreateSpace Independent Publishing Platform,,2014,,,,,,1495296601,,,
206,Business and Economics,"Startups, product, and SaaS",Subscribed,Tien Tzuo,https://www.goodreads.com/search?q=Subscribed+Tien+Tzuo,Portfolio,,2018,,,,,,0241363667,,,
207,Business and Economics,"Startups, product, and SaaS",The Automatic Customer,John Warrillow,https://www.goodreads.com/search?q=The+Automatic+Customer+John+Warrillow,,,2015,,,,,,159184746X,https://covers.openlibrary.org/b/id/12166684-L.jpg,,
208,Business and Economics,"Startups, product, and SaaS",The CFO Guide to SaaS,,https://www.goodreads.com/search?q=The+CFO+Guide+to+SaaS,,,,,,,,,,,,
209,Business and Economics,"Startups, product, and SaaS",Demand-Side Sales,Bob Moesta,https://www.goodreads.com/search?q=Demand-Side+Sales+Bob+Moesta,,,,,,,,,,,,
210,Business and Economics,"Startups, product, and SaaS",Monetizing Innovation,Ramanujam & Tacke,https://www.goodreads.com/search?q=Monetizing+Innovation+Ramanujam+%26+Tacke,"Wiley & Sons, Incorporated, John",,2016,,,,,,1119240875,https://covers.openlibrary.org/b/id/13744862-L.jpg,,
211,Business and Economics,"Startups, product, and SaaS",Hooked,Nir Eyal,https://www.goodreads.com/search?q=Hooked+Nir+Eyal,"Penguin Books, Limited",,2014,,,,,,9089652701,https://covers.openlibrary.org/b/id/12511799-L.jpg,,
212,Business and Economics,"Startups, product, and SaaS",Hacking Growth,Ellis & Brown,https://www.goodreads.com/search?q=Hacking+Growth+Ellis+%26+Brown,Penguin Random House,,2017,,,,,,0753545373,https://covers.openlibrary.org/b/id/14377164-L.jpg,,
213,Business and Economics,Marketing and SEO,The Art of SEO (O'Reilly),,https://www.goodreads.com/search?q=The+Art+of+SEO,O'reilly & Associates Inc,,2009,,,,,,1449324894,https://covers.openlibrary.org/b/id/8619642-L.jpg,,
214,Business and Economics,Marketing and SEO,SEO for Growth,,https://www.goodreads.com/search?q=SEO+for+Growth,SEO for Growth,,2016,,,,,,9780692769447,https://covers.openlibrary.org/b/id/11054933-L.jpg,,
215,Business and Economics,Marketing and SEO,Product-Led SEO,Eli Schwartz,https://www.goodreads.com/search?q=Product-Led+SEO+Eli+Schwartz,Houndstooth Press,,2021,,,,,,9781544519562,https://covers.openlibrary.org/b/id/11286954-L.jpg,,
216,Business and Economics,Marketing and SEO,Data-Driven SEO with Python,Chapagain,https://www.goodreads.com/search?q=Data-Driven+SEO+with+Python+Chapagain,,,,,,,,,,,,
217,Business and Economics,Marketing and SEO,Digital Marketing Strategy,,https://www.goodreads.com/search?q=Digital+Marketing+Strategy,"Kogan Page, Limited",,2016,,,,,,9780749484224,https://covers.openlibrary.org/b/id/8803296-L.jpg,,
218,Business and Economics,Finance and investing,The Intelligent Investor,Benjamin Graham,https://www.goodreads.com/search?q=The+Intelligent+Investor+Benjamin+Graham,Harper,,1949,,,,,,0063423529,https://covers.openlibrary.org/b/id/36434-L.jpg,,
219,Business and Economics,Finance and investing,Financial Intelligence for Entrepreneurs,Berman & Knight,https://www.goodreads.com/search?q=Financial+Intelligence+for+Entrepreneurs+Berman+%26+Knight,Harvard Business Press,,2008,,,,,,1422119157,https://covers.openlibrary.org/b/id/12179921-L.jpg,,
220,Business and Economics,Finance and investing,The Paytech Book,,https://www.goodreads.com/search?q=The+Paytech+Book,,,,,,,,,,,,
221,Business and Economics,Finance and investing,Practical Business Math,Slater,https://www.goodreads.com/search?q=Practical+Business+Math+Slater,,,,,,,,,,,,
222,Business and Economics,Finance and investing,Same as Ever,Morgan Housel,https://www.goodreads.com/search?q=Same+as+Ever+Morgan+Housel,Harriman House Publishing,,2023,,,,,,1804090948,https://covers.openlibrary.org/b/id/14157635-L.jpg,,
223,Business and Economics,Mental models and decision-making,Poor Charlie's Almanack (Kaufman ed.),Charles Munger,https://www.goodreads.com/search?q=Poor+Charlie%27s+Almanack+Charles+Munger,Donning Co. Publishers,,2005,,,,,,9781953953575,https://covers.openlibrary.org/b/id/8337563-L.jpg,,
224,Business and Economics,Mental models and decision-making,"The Great Mental Models, Vol. 1",Shane Parrish,https://www.goodreads.com/search?q=The+Great+Mental+Models%2C+Vol.+1+Shane+Parrish,,,,,,,,,,,,
225,Business and Economics,Mental models and decision-making,Super Thinking,Weinberg & McCann,https://www.goodreads.com/search?q=Super+Thinking+Weinberg+%26+McCann,Portfolio Penguin,,2019,,,,,,9780525533580,https://covers.openlibrary.org/b/id/10153705-L.jpg,,
226,Business and Economics,Mental models and decision-making,The Personal MBA,Josh Kaufman,https://www.goodreads.com/search?q=The+Personal+MBA+Josh+Kaufman,Conecta,,2010,,,,,,9780670919512,https://covers.openlibrary.org/b/id/6713257-L.jpg,,
227,Literature,The Russians,"Notes from Underground (P&V, Vintage)",Dostoevsky,https://www.goodreads.com/search?q=Notes+from+Underground+Dostoevsky,,,,,,,,,,,,
228,Literature,The Russians,"Crime and Punishment (P&V, Vintage)",Dostoevsky,https://www.goodreads.com/search?q=Crime+and+Punishment+Dostoevsky,Random House,,1956,,,,,,8119300823,https://covers.openlibrary.org/b/id/15183762-L.jpg,,
229,Literature,The Russians,"The Idiot (P&V, Vintage)",Dostoevsky,https://www.goodreads.com/search?q=The+Idiot+Dostoevsky,,,,,,,,,,,,
230,Literature,The Russians,"Demons (P&V, Vintage)",Dostoevsky,https://www.goodreads.com/search?q=Demons+Dostoevsky,General Press,,2022,,,,,,935499492X,https://covers.openlibrary.org/b/id/15220861-L.jpg,,
231,Literature,The Russians,"The Brothers Karamazov (P&V, Vintage)",Dostoevsky,https://www.goodreads.com/search?q=The+Brothers+Karamazov+Dostoevsky,,,,,,,,,,,,
232,Literature,The Russians,"Short Fiction (Norton Critical, Katz, 2nd ed.)",Tolstoy,https://www.goodreads.com/search?q=Short+Fiction+Tolstoy,,,,,,,,,,,,
233,Literature,The Russians,"Hadji Murad (Modern Library, Maude, Nafisi intro)",Tolstoy,https://www.goodreads.com/search?q=Hadji+Murad+Tolstoy,,,,,,,,,,,,
234,Literature,The Russians,Cancer Ward (FSG Classics),Solzhenitsyn,https://www.goodreads.com/search?q=Cancer+Ward+Solzhenitsyn,Bantam Book,,1969,,,,,,9780553137200,,,
235,Literature,The Russians,"Dead Souls (NYRB, Rayfield)",Gogol,https://www.goodreads.com/search?q=Dead+Souls+Gogol,HardPress,,1942,,,,,,9789723706819,https://covers.openlibrary.org/b/id/7496125-L.jpg,,
236,Literature,French,"Les Misérables (Penguin Classics Deluxe, Denny)",Victor Hugo,https://www.goodreads.com/search?q=Les+Mis%C3%A9rables+Victor+Hugo,Baker Street Press,,1862,,,,,,9781115828161,https://covers.openlibrary.org/b/id/12721865-L.jpg,,
237,Literature,French,"The Stranger (Vintage International, Ward)",Albert Camus,https://www.goodreads.com/search?q=The+Stranger+Albert+Camus,,,,,,,,,,,,
238,Literature,French,The Plague (Vintage International),Albert Camus,https://www.goodreads.com/search?q=The+Plague+Albert+Camus,,,,,,,,,,,,
239,Literature,French,"Candide (Penguin Classics, Theo Cuffe) and the Norton Critical edition",Voltaire,https://www.goodreads.com/search?q=Candide+and+the+Norton+Critical+edition+Voltaire,,,,,,,,,,,,
240,Literature,German and Central European,"The Magic Mountain (Oxford World's Classics, Simon Pare)",Thomas Mann,https://www.goodreads.com/search?q=The+Magic+Mountain+Thomas+Mann,Must Have Books,,2019,,,,,,046487548X,,,
241,Literature,German and Central European,Demian,Hermann Hesse,https://www.goodreads.com/search?q=Demian+Hermann+Hesse,Owen,,1919,,,,,,9788420611389,https://covers.openlibrary.org/b/id/12569297-L.jpg,,
242,Literature,German and Central European,The World of Yesterday (Anthea Bell),Stefan Zweig,https://www.goodreads.com/search?q=The+World+of+Yesterday+Stefan+Zweig,Viking,,1943,,,,,,0803252242,https://covers.openlibrary.org/b/id/6793214-L.jpg,,
243,Literature,German and Central European,"The Metamorphosis (Norton, Bernofsky)",Franz Kafka,https://www.goodreads.com/search?q=The+Metamorphosis+Franz+Kafka,,,,,,,,,,,,
244,Literature,German and Central European,"Satantango (New Directions, Szirtes)",László Krasznahorkai,https://www.goodreads.com/search?q=Satantango+L%C3%A1szl%C3%B3+Krasznahorkai,Bompiani,,1985,,,,,,8202420008,https://covers.openlibrary.org/b/id/9614210-L.jpg,,
245,Literature,English and American,Lolita (Vintage),Vladimir Nabokov,https://www.goodreads.com/search?q=Lolita+Vladimir+Nabokov,Odyssey Editions,,1777,,,,,,9780140264074,https://covers.openlibrary.org/b/id/12984540-L.jpg,,
246,Literature,English and American,For Whom the Bell Tolls (Scribner),Ernest Hemingway,https://www.goodreads.com/search?q=For+Whom+the+Bell+Tolls+Ernest+Hemingway,Jonathan Cape,,1940,,,,,,6073101619,https://covers.openlibrary.org/b/id/2560810-L.jpg,,
247,Literature,English and American,The Old Man and the Sea,Ernest Hemingway,https://www.goodreads.com/search?q=The+Old+Man+and+the+Sea+Ernest+Hemingway,Klett,,1952,,,,,,1791335675,https://covers.openlibrary.org/b/id/463307-L.jpg,,
248,Literature,English and American,The Complete Short Stories (Finca Vigía ed.),Ernest Hemingway,https://www.goodreads.com/search?q=The+Complete+Short+Stories+Ernest+Hemingway,Jonathan Cape,,1992,,,,,,9780224035149,,,
249,Literature,English and American,The Road (Vintage International),Cormac McCarthy,https://www.goodreads.com/search?q=The+Road+Cormac+McCarthy,Vintage International,,2006,,,,,,9781436100793,https://covers.openlibrary.org/b/id/198120-L.jpg,,
250,Literature,English and American,Sabbath's Theater (Vintage International),Philip Roth,https://www.goodreads.com/search?q=Sabbath%27s+Theater+Philip+Roth,Cape,,1995,,,,,,5367009034,https://covers.openlibrary.org/b/id/9322636-L.jpg,,
251,Literature,English and American,A Little Life (Anchor),Hanya Yanagihara,https://www.goodreads.com/search?q=A+Little+Life+Hanya+Yanagihara,Ast,,2008,,,,,,1101972424,https://covers.openlibrary.org/b/id/12065783-L.jpg,,
252,Literature,English and American,The Goldfinch,Donna Tartt,https://www.goodreads.com/search?q=The+Goldfinch+Donna+Tartt,Ren min wen xue chu ban she,,2013,,,,,,9782259221863,https://covers.openlibrary.org/b/id/8771366-L.jpg,,
253,Literature,English and American,House of Leaves,Mark Z. Danielewski,https://www.goodreads.com/search?q=House+of+Leaves+Mark+Z.+Danielewski,Transworld Publishers Limited,,1998,,,,,,9780385603102,https://covers.openlibrary.org/b/id/6450442-L.jpg,,
254,Literature,English and American,Middlemarch (Penguin Classics Deluxe),George Eliot,https://www.goodreads.com/search?q=Middlemarch+George+Eliot,houghton mifflin company,,1800,,,,,,9781400102167,https://covers.openlibrary.org/b/id/252882-L.jpg,,
255,Literature,English and American,Wuthering Heights (Penguin Classics),Emily Brontë,https://www.goodreads.com/search?q=Wuthering+Heights+Emily+Bront%C3%AB,"Doubleday, Page",,1848,,,,,,,,,
256,Literature,English and American,"The Picture of Dorian Gray (Harvard Belknap, Frankel)",Oscar Wilde,https://www.goodreads.com/search?q=The+Picture+of+Dorian+Gray+Oscar+Wilde,"Norton & Company Limited, W. W.",,1890,,,,,,1530351235,https://covers.openlibrary.org/b/id/14314858-L.jpg,,
257,Literature,English and American,The Return of the Native,Thomas Hardy,https://www.goodreads.com/search?q=The+Return+of+the+Native+Thomas+Hardy,Macmillan,,1878,,,,,,9798788695785,https://covers.openlibrary.org/b/id/8162989-L.jpg,,
258,Literature,"Epic, classical, and drama","The Divine Comedy (Hollander, three volumes)",Dante,https://www.goodreads.com/search?q=The+Divine+Comedy+Dante,CreateSpace Independent Publishing Platform,,2009,,,,,,9781449557898,,,
259,Literature,"Epic, classical, and drama","Paradise Lost (Penguin Classics, John Leonard)",Milton,https://www.goodreads.com/search?q=Paradise+Lost+Milton,printed by J. Hughs,,1667,,,,,,9780451524744,https://covers.openlibrary.org/b/id/5992814-L.jpg,,
260,Literature,"Epic, classical, and drama",The Iliad and The Odyssey (Fagles),Homer,https://www.goodreads.com/search?q=The+Iliad+and+The+Odyssey+Homer,,,,,,,,,,,,
261,Literature,"Epic, classical, and drama","The Aeneid (Fagles, Penguin Classics Deluxe)",Virgil,https://www.goodreads.com/search?q=The+Aeneid+Virgil,,,,,,,,,,,,
262,Literature,"Epic, classical, and drama","The Riverside Shakespeare, 2nd ed.",,https://www.goodreads.com/search?q=The+Riverside+Shakespeare%2C+2nd+ed.,Electronic Text Corporation,,1989,,,,,,,,,
263,Literature,"Epic, classical, and drama",Metamorphoses,Ovid,https://www.goodreads.com/search?q=Metamorphoses+Ovid,W.W. Norton,,1479,,,,,,9783322001351,https://covers.openlibrary.org/b/id/7212118-L.jpg,,
264,Literature,"Epic, classical, and drama","Rhetoric (Penguin Classics, Lawson-Tancred)",Aristotle,https://www.goodreads.com/search?q=Rhetoric+Aristotle,Macmillan and Co.,,1515,,,,,,9780198145578,https://covers.openlibrary.org/b/id/8715387-L.jpg,,
265,Literature,Latin American,"Collected Fictions (Hurley, Penguin Deluxe)",Jorge Luis Borges,https://www.goodreads.com/search?q=Collected+Fictions+Jorge+Luis+Borges,Allen Lane The Penguin Press,,1998,,,,,,9780140868487,https://covers.openlibrary.org/b/id/13258348-L.jpg,,
266,Literature,Latin American,"Selected Non-Fictions (Weinberger, Penguin Deluxe)",Jorge Luis Borges,https://www.goodreads.com/search?q=Selected+Non-Fictions+Jorge+Luis+Borges,Viking,,1999,,,,,,9780670849475,https://covers.openlibrary.org/b/id/10831091-L.jpg,,
267,Literature,"Crime, mystery, and the propulsive shelf",In the Woods (Penguin),Tana French,https://www.goodreads.com/search?q=In+the+Woods+Tana+French,Scherz Verlag GmbH,,2001,,,,,,9783502101918,https://covers.openlibrary.org/b/id/1474730-L.jpg,,
268,Literature,"Crime, mystery, and the propulsive shelf",Stone's Fall,Iain Pears,https://www.goodreads.com/search?q=Stone%27s+Fall+Iain+Pears,Knopf Canada,,1998,,,,,,9781409076933,https://covers.openlibrary.org/b/id/8293169-L.jpg,,
269,Literature,"Crime, mystery, and the propulsive shelf",Wrong Place Wrong Time,Gillian McAllister,https://www.goodreads.com/search?q=Wrong+Place+Wrong+Time+Gillian+McAllister,"Penguin Books, Limited",,2022,,,,,,0063252341,https://covers.openlibrary.org/b/id/12911290-L.jpg,,
270,Literature,"Crime, mystery, and the propulsive shelf",Carter Beats the Devil,Glen David Gold,https://www.goodreads.com/search?q=Carter+Beats+the+Devil+Glen+David+Gold,Sceptre Australia,,2001,,,,,,9780340794982,https://covers.openlibrary.org/b/id/545771-L.jpg,,
271,Literature,Science fiction,the Culture novels,Iain M. Banks,https://www.goodreads.com/search?q=the+Culture+novels+Iain+M.+Banks,,,,,,,,,,,,
